Customer_ID,Age,Gender,Region,Membership_Level,Tenure_Months,Monthly_Income_JD,Monthly_Spend_JD,Total_Orders,Average_Order_Value_JD,Days_Since_Last_Purchase,Website_Visits_Last_30_Days,Email_Engagement_Rate,Discount_Usage_Rate,Satisfaction_Score,Support_Tickets_Last_6_Months,Complaint_Flag,Last_Campaign_Response,Payment_Method,Churn_Probability,Predicted_Churn,Annual_Spending_JD,Annual_Profit_JD,Expected_Saved_Profit_JD,Expected_Net_Benefit_JD,Selected_for_Retention
C20134,20,Female,Amman,Basic,3,1634.18,170.38,3,161.06,41,20,0.384,0.627,4,6,1,0,Card,0.8572210627961797,1,2044.56,511.14,153.35599091317374,133.35599091317374,Yes
C20135,31,Female,Irbid,Gold,40,1792.625,136.07,18,239.06,600,16,0.289,0.67,3,2,0,0,Bank Transfer,0.9999162807152001,1,1632.84,408.21,142.86153873276314,122.86153873276314,Yes
C20136,29,Male,Irbid,Platinum,7,2056.97,225.75,10,169.08,11,13,0.474,0.631,4,3,1,0,Card,0.43903304690781364,0,2709.0,677.25,104.06729585641087,84.06729585641087,No
C20137,58,Male,Irbid,Basic,30,1695.3,256.28,11,477.0,56,16,0.342,0.891,3,1,0,1,Card,0.39123819487916695,0,3075.3599999999997,768.8399999999999,105.27985081281454,85.27985081281454,No
C20138,53,Female,Irbid,Basic,39,1932.78,73.02,12,200.81,11,19,0.564,0.475,3,2,0,1,Card,0.2697154882168338,0,876.24,219.06,20.679356197072863,0.6793561970728632,No
C20139,20,Male,Amman,Gold,19,1668.47,215.9,13,215.06,37,11,0.142,0.531,4,1,0,0,Card,0.49649890724367,0,2590.8,647.7,112.55381977760378,92.55381977760378,No
C20140,61,Female,Other,Silver,20,2153.72,149.89,10,310.19,2,17,0.577,0.604,3,2,0,1,Bank Transfer,0.16677176788318818,0,1798.6799999999998,449.66999999999996,26.247291302411625,6.247291302411625,No
C20141,67,Female,Amman,Gold,27,2563.1,276.93,9,500.0,0,19,0.27,0.41,4,2,0,1,Card,0.16837485318057918,0,3323.16,830.79,48.959450495862676,28.959450495862676,No
C20142,65,Female,Amman,Platinum,22,2073.91,215.01,14,290.1,11,19,0.174,0.577,4,0,0,0,Digital Wallet,0.21412539733337294,0,2580.12,645.03,48.341056764680935,28.341056764680935,No
C20143,67,Female,Amman,Basic,55,1933.42,98.27,29,200.36,36,10,0.219,0.421,3,2,0,0,Card,0.5474295146192114,1,1179.24,294.81,56.485693321711395,36.485693321711395,No
C20144,68,Female,Zarqa,Silver,84,2514.69,386.74,27,500.0,5,22,0.365,0.314,4,1,0,0,Cash,0.07853190812696592,0,4640.88,1160.22,31.890001656473938,11.890001656473938,No
C20145,25,Male,Amman,Basic,2,892.7,93.87,4,51.81,5,14,0.435,0.766,3,0,0,0,Bank Transfer,0.4419381255764623,0,1126.44,281.61,43.55896844025563,23.558968440255633,No
C20146,62,Female,Amman,Gold,40,1629.46,147.21,16,344.32,139,11,0.248,0.731,2,3,1,1,Card,0.882759116453538,1,1766.52,441.63,136.44851800978157,116.44851800978157,Yes
C20147,53,Male,Amman,Basic,62,2268.19,174.91,37,258.84,9,14,0.531,0.094,4,1,0,1,Card,0.15338853455249676,0,2098.92,524.73,28.170648007506067,8.170648007506067,No
C20148,30,Female,Amman,Basic,15,1126.86,66.55,9,95.64,1,12,0.44,0.336,4,2,0,1,Card,0.3187599188506191,0,798.5999999999999,199.64999999999998,22.27414622948413,2.2741462294841313,No
C20149,53,Female,Irbid,Gold,17,2022.46,355.54,10,500.0,62,15,0.152,0.922,4,3,1,0,Cash,0.7777952990173121,1,4266.4800000000005,1066.6200000000001,290.3642076432459,270.3642076432459,Yes
C20150,52,Female,Zarqa,Basic,28,1572.26,93.65,16,156.37,82,18,0.55,0.195,4,4,1,0,Card,0.7901081427626708,1,1123.8000000000002,280.95000000000005,77.69330894821033,57.69330894821033,No
C20151,31,Female,Amman,Basic,30,1730.14,135.76,10,390.06,43,19,0.112,0.372,3,3,1,1,Cash,0.7380902459718708,1,1629.12,407.28,105.21328838279823,85.21328838279823,No
C20152,28,Male,Other,Silver,54,1199.65,176.82,28,245.7,117,16,0.24,0.934,3,2,0,0,Card,0.7169383422720651,1,2121.84,530.46,133.10748956457388,113.10748956457388,Yes
C20153,22,Male,Zarqa,Basic,23,1136.84,77.09,14,106.44,0,11,0.044,0.439,3,1,0,0,Cash,0.5255906194565428,1,925.08,231.27,42.54366989660013,22.54366989660013,No
C20154,44,Male,Amman,Gold,37,1539.96,403.03,24,500.0,81,14,0.703,0.43,3,3,1,1,Bank Transfer,0.5820026993522026,1,4836.36,1209.09,246.2927753159141,226.2927753159141,Yes
C20155,26,Male,Balqa,Silver,2,1640.67,135.88,5,49.46,25,10,0.221,0.827,4,3,1,1,Cash,0.496677831694068,0,1630.56,407.64,70.86301295911944,50.863012959119445,No
C20156,27,Male,Amman,Silver,51,2066.63,161.68,17,375.43,2,11,0.45,0.668,3,3,1,0,Cash,0.4392337401332738,0,1940.16,485.04,74.5660766599851,54.5660766599851,No
C20157,46,Male,Amman,Platinum,18,1676.67,231.09,17,263.95,22,16,0.348,0.933,4,2,0,0,Card,0.31003697433178806,0,2773.08,693.27,75.22876661824954,55.22876661824954,No
C20158,48,Female,Zarqa,Basic,27,1904.47,66.22,11,140.63,14,16,0.159,0.303,3,4,1,0,Cash,0.7474872438445027,1,794.64,198.66,51.973535551752114,31.973535551752114,No
C20159,34,Male,Amman,Silver,16,1839.99,295.89,14,298.71,73,14,0.263,0.274,4,0,0,1,Card,0.3653149889118887,0,3550.68,887.67,113.49770467259566,93.49770467259566,No
C20160,31,Female,Zarqa,Silver,32,724.61,164.69,15,393.33,2,18,0.726,0.63,2,2,0,1,Cash,0.23161706937710497,0,1976.28,494.07,40.05226591350119,20.052265913501188,No
C20161,44,Male,Amman,Silver,47,1317.04,146.67,22,300.32,16,17,0.159,0.354,2,0,1,0,Card,0.48753316913679784,0,1760.04,440.01,75.08181441315884,55.08181441315884,No
C20162,28,Male,Zarqa,Gold,7,2106.86,411.1,14,214.88,4,25,0.532,0.662,3,3,1,1,Card,0.31511121793501506,0,4933.200000000001,1233.3000000000002,136.01933277773895,116.01933277773895,No
C20163,34,Male,Amman,Silver,52,1359.59,300.25,28,500.0,48,15,0.138,0.6,5,2,0,1,Cash,0.3244124857194095,0,3603.0,900.75,102.27509127911533,82.27509127911533,No
C20164,53,Female,Irbid,Basic,44,1791.5,80.98,16,192.64,3,13,0.344,0.198,3,1,0,1,Bank Transfer,0.26358004579911687,0,971.76,242.94,22.411947714253106,2.411947714253106,No
C20165,57,Female,Amman,Basic,62,2423.28,180.52,34,363.74,1,12,0.458,0.447,5,2,0,1,Card,0.12690804075815112,0,2166.2400000000002,541.5600000000001,24.054911493544516,4.054911493544516,No
C20166,37,Female,Irbid,Silver,60,1234.33,98.65,30,213.72,44,11,0.4165,0.458,4,0,0,1,Card,0.21647943253483962,0,1183.8000000000002,295.95000000000005,22.423480820540025,2.423480820540025,No
C20167,37,Female,Amman,Platinum,62,1413.27,255.52,24,500.0,40,10,0.287,0.878,5,0,0,0,Bank Transfer,0.13622741940577524,0,3066.2400000000002,766.5600000000001,36.54927171689187,16.549271716891873,No
C20168,47,Female,Balqa,Gold,28,2844.52,199.59,18,310.32,8,12,0.256,0.675,3,1,0,0,Card,0.25944007371857286,0,2395.08,598.77,54.37072652916445,34.37072652916445,No
C20169,27,Male,Amman,Basic,5,2210.99,94.19,2,261.85,20,10,0.601,0.753,4,1,0,0,Card,0.35702960738751705,0,1130.28,282.57,35.310049655821736,15.310049655821736,No
C20170,44,Female,Irbid,Silver,43,1488.8,180.52,14,500.0,20,12,0.215,0.217,4,3,1,1,Cash,0.463197160046244,0,2166.2400000000002,541.5600000000001,87.79716889812538,67.79716889812538,No
C20171,41,Female,Zarqa,Silver,21,1471.04,87.04,13,137.59,21,16,0.441,0.084,1,5,1,1,Card,0.6969814353891612,1,1044.48,261.12,63.69852734308622,43.69852734308622,No
C20172,53,Male,Irbid,Silver,40,2545.55,321.73,23,421.45,129,16,0.663,0.838,4,1,0,1,Cash,0.4787860964702529,0,3860.76,965.19,161.7418433582432,141.7418433582432,No
C20173,19,Female,Amman,Silver,8,1887.09,95.62,3,217.42,20,19,0.368,0.505,4,1,0,0,Digital Wallet,0.4116789759026912,0,1147.44,286.86,41.3329808596061,21.332980859606103,No
C20174,65,Male,Amman,Platinum,25,2458.76,352.69,20,497.28,36,14,0.4165,0.16,4,1,0,0,Card,0.23313819301393643,0,4232.28,1058.07,86.33678475878949,66.33678475878949,No
C20175,21,Female,Amman,Basic,33,683.7,242.43,21,302.25,20,15,0.344,0.625,4,1,0,1,Card,0.29061056323829976,0,2909.16,727.29,73.97535478815405,53.97535478815405,No
C20176,35,Female,Irbid,Platinum,25,2084.64,230.08,11,435.84,18,18,0.54,0.059,4,0,0,0,Card,0.17174643300370873,0,2760.96,690.24,41.491190270767966,21.491190270767966,No
C20177,18,Female,Amman,Gold,37,1599.44,174.0,10,500.0,12,23,0.246,0.305,4,1,0,0,Card,0.3173917449563775,0,2088.0,522.0,57.98747180353017,37.98747180353017,No
C20178,60,Male,Zarqa,Gold,8,2488.08,204.78,7,269.4,25,13,0.102,0.778,3,0,0,0,Card,0.3476395079058342,0,2457.36,614.34,74.74909935040456,54.74909935040456,No
C20179,46,Male,Amman,Gold,13,1299.35,209.4,8,310.37,86,18,0.284,0.727,4,1,0,0,Digital Wallet,0.6755275281873216,1,2512.8,628.2,148.5282376225464,128.5282376225464,Yes
C20180,58,Female,Irbid,Basic,51,1792.625,109.34,19,310.58,77,14,0.83,0.455,2,2,0,0,Digital Wallet,0.6349269868307942,1,1312.08,328.02,72.89406257708298,52.89406257708298,No
C20181,52,Male,Zarqa,Basic,22,1549.37,53.7,6,208.64,0,16,0.624,0.516,4,0,0,0,Digital Wallet,0.1823589091873225,0,644.4000000000001,161.10000000000002,10.28230709452718,-9.71769290547282,No
C20182,42,Male,Irbid,Basic,7,1648.71,108.91,3,217.94,6,17,0.286,0.908,4,2,0,0,Cash,0.5415251869187765,1,1306.92,326.73,61.92638351269015,41.92638351269015,No
C20183,42,Male,Amman,Basic,3,1822.21,86.51,6,41.18,18,7,0.486,0.119,4,5,1,0,Card,0.7621407461808847,1,1038.1200000000001,259.53000000000003,69.22943574971374,49.229435749713744,No
C20184,41,Male,Zarqa,Silver,15,2202.02,154.81,7,252.32,9,12,0.703,0.192,3,1,0,0,Card,0.20695102935170132,0,1857.72,464.43,33.63999329663372,13.639993296633719,No
C20185,24,Female,Amman,Gold,20,1295.87,181.01,7,497.42,22,26,0.713,0.576,3,1,0,1,Card,0.24032760499051617,0,2172.12,543.03,45.676784768299996,25.676784768299996,No
C20186,42,Female,Irbid,Silver,31,1572.56,116.18,17,208.83,19,10,0.431,0.442,3,4,1,0,Bank Transfer,0.6899925011860605,1,1394.16,348.54,84.17149522718633,64.17149522718633,No
C20187,55,Male,Zarqa,Silver,44,1421.78,113.7,21,227.84,4,7,0.225,0.181,4,0,0,0,Bank Transfer,0.18395796862711558,0,1364.4,341.1,21.961822084548192,1.9618220845481922,No
C20188,23,Male,Amman,Gold,22,2096.09,199.09,11,362.2,75,18,0.592,0.49,5,0,0,1,Digital Wallet,0.2731472555594806,0,2389.08,597.27,57.09993146480384,37.09993146480384,No
C20189,20,Female,Amman,Silver,18,1144.15,138.61,9,299.58,8,14,0.732,0.59,4,1,0,1,Cash,0.19262917914186076,0,1663.3200000000002,415.83000000000004,28.035347046895986,8.035347046895986,No
C20190,46,Male,Amman,Gold,39,1315.58,142.49,21,240.12,12,220,0.487,0.775,5,1,0,1,Card,0.26856828648971837,0,1709.88,427.47,40.18170989901597,20.18170989901597,No
C20191,19,Male,Zarqa,Basic,23,2173.15,152.36,12,255.84,38,9,0.243,0.53,5,0,0,0,Cash,0.34749951022333425,0,1828.3200000000002,457.08000000000004,55.592276646508566,35.592276646508566,No
C20192,66,Female,Amman,Basic,32,2414.32,203.74,15,378.18,22,17,0.409,0.394,3,1,0,1,Digital Wallet,0.2773857351212705,0,2444.88,611.22,59.34029815728804,39.34029815728804,No
C20193,55,Female,Amman,Gold,38,2154.81,274.04,18,500.0,157,24,0.222,0.325,3,2,0,1,Card,0.8000350192037466,1,3288.4800000000005,822.1200000000001,230.2036764957245,210.2036764957245,Yes
C20194,51,Male,Amman,Gold,19,1430.38,180.52,11,500.0,5,9,0.125,0.443,5,1,0,0,Card,0.3116951018218076,0,2166.2400000000002,541.5600000000001,59.08055976991635,39.08055976991635,No
C20195,24,Female,Amman,Gold,45,1852.49,178.13,28,286.1,154,15,0.554,0.519,3,2,0,1,Bank Transfer,0.7866198212684985,1,2137.56,534.39,147.1266182006855,127.1266182006855,Yes
C20196,31,Female,Amman,Silver,39,1871.03,180.52,15,500.0,51,18,0.362,0.316,4,1,0,1,Digital Wallet,0.2922832905670317,0,2166.2400000000002,541.5600000000001,55.40112859381859,35.40112859381859,No
C20197,28,Male,Amman,Silver,24,1919.88,156.5,13,258.06,19,11,0.333,0.49,3,2,0,1,Card,0.31717609445122813,0,1878.0,469.5,52.11996172069806,32.11996172069806,No
C20198,28,Male,Balqa,Silver,37,1305.79,170.56,21,221.98,20,17,0.065,0.195,3,2,0,0,Digital Wallet,0.47231819170923117,0,2046.72,511.68,84.5865203168228,64.5865203168228,No
C20199,49,Female,Irbid,Basic,15,2237.76,143.08,9,248.2,129,18,0.491,0.863,4,0,0,0,Cash,0.7797754466236322,1,1716.96,429.24,117.14878444805474,97.14878444805474,Yes
C20200,32,Female,Irbid,Basic,35,880.54,122.87,18,241.81,24,19,0.261,0.241,4,3,1,0,Digital Wallet,0.7402358136162778,1,1474.44,368.61,95.50041313998365,75.50041313998365,No
C20201,45,Male,Amman,Silver,1,1822.36,130.64,1,144.47,52,11,0.576,0.133,4,1,0,1,Card,0.31793619226504616,0,1567.6799999999998,391.91999999999996,43.6119433653809,23.611943365380903,No
C20202,60,Male,Zarqa,Silver,19,2222.42,244.63,11,365.8,23,14,0.714,0.749,3,0,0,1,Digital Wallet,0.1102887926157036,0,2935.56,733.89,28.328944704458543,8.328944704458543,No
C20203,30,Female,Amman,Basic,17,1268.38,190.54,12,244.82,13,10,0.469,0.954,4,3,1,1,Card,0.4404890847704551,0,2286.48,571.62,88.12732972277064,68.12732972277064,No
C20204,55,Female,Balqa,Basic,36,845.3,67.61,15,151.67,11,11,0.411,0.463,3,2,0,0,Card,0.3756596499908922,0,811.3199999999999,202.82999999999998,26.66826638267843,6.6682663826784285,No
C20205,57,Female,Other,Basic,51,2517.7,161.27,20,415.74,7,17,0.716,0.882,4,1,0,0,Cash,0.15356650595156063,0,1935.2400000000002,483.81000000000006,26.003953935548594,6.003953935548594,No
C20206,63,Female,Balqa,Basic,20,1811.02,122.32,9,284.14,29,12,0.223,0.328,4,0,0,0,Card,0.31346884582659024,0,1467.84,366.96,40.260684682583936,20.260684682583936,No
C20207,18,Female,Balqa,Basic,44,1862.16,119.48,23,215.91,49,12,0.472,0.15,5,2,0,1,Card,0.25102840207551497,0,1433.76,358.44,31.49251715398165,11.492517153981652,No
C20208,60,Female,Irbid,Basic,8,1630.7,67.71,8,75.14,17,20,0.486,0.642,3,1,0,1,Digital Wallet,0.4071010253542916,0,812.52,203.13,28.943050948076035,8.943050948076035,No
C20209,40,Male,Zarqa,Basic,3,2062.36,104.65,3,114.94,105,10,0.34,0.564,3,2,0,1,Card,0.6894738768952804,1,1255.8000000000002,313.95000000000005,75.76111327794565,55.761113277945654,No
C20210,25,Female,Amman,Basic,23,1155.54,105.56,7,357.99,70,14,0.119,0.458,4,1,0,1,Cash,0.6189089247850944,1,1266.72,316.68,68.59862740533029,48.59862740533029,No
C20211,66,Male,Zarqa,Silver,63,2087.36,137.11,21,391.97,133,12,0.216,0.777,2,2,0,0,Cash,0.765055663622213,1,1645.3200000000002,411.33000000000004,110.14162114120371,90.14162114120371,No
C20212,32,Male,Irbid,Gold,32,1449.01,194.94,16,420.73,16,13,0.486,0.604,4,0,0,0,Digital Wallet,0.28300646824464015,0,2339.2799999999997,584.8199999999999,57.92774496559065,37.92774496559065,No
C20213,64,Male,Amman,Basic,46,1931.9,197.4,19,474.67,75,19,0.353,0.823,4,0,0,1,Card,0.2945170670290082,0,2368.8,592.2,61.044552483102535,41.044552483102535,No
C20214,64,Male,Zarqa,Gold,8,2588.07,202.98,8,214.43,60,18,0.305,0.265,5,3,1,1,Bank Transfer,0.486436508745298,0,2435.7599999999998,608.9399999999999,103.6737266723766,83.6737266723766,No
C20215,34,Female,Amman,Gold,2,454.62,307.05,9,61.49,76,12,0.686,0.781,4,3,1,0,Card,0.7566028169699697,1,3684.6000000000004,921.1500000000001,243.93063969816066,223.93063969816066,Yes
C20216,35,Female,Other,Gold,33,2330.52,189.77,21,300.16,3,13,0.454,0.462,5,1,0,0,Card,0.1633259938249805,0,2277.2400000000002,569.3100000000001,32.54409254057488,12.54409254057488,No
C20217,56,Male,Zarqa,Silver,30,1557.02,156.4,8,479.29,9,13,0.311,0.551,4,1,0,1,Digital Wallet,0.13317910672359878,0,1876.8000000000002,469.20000000000005,21.870672906149395,1.8706729061493945,No
C20218,56,Female,Amman,Platinum,22,1864.89,286.83,14,405.66,6,22,0.326,0.9,5,2,0,1,Card,0.11053802824761201,0,3441.96,860.49,33.29090377437568,13.290903774375678,No
C20219,25,Male,Irbid,Gold,34,1811.35,215.54,17,378.52,11,14,0.801,0.667,5,1,0,1,Card,0.10312269817362911,0,2586.48,646.62,23.338419682561216,3.3384196825612165,No
C20220,67,Male,Zarqa,Platinum,11,1809.27,247.51,2,500.0,42,11,0.622,0.345,3,2,0,0,Cash,0.3152390252108025,0,2970.12,742.53,81.926051686422,61.926051686422,No
C20221,69,Male,Irbid,Gold,10,2132.95,281.68,9,260.96,29,13,0.811,0.371,3,2,0,1,Card,0.26507782183127565,0,3380.16,845.04,78.4004768961054,58.4004768961054,No
C20222,44,Male,Irbid,Gold,25,2261.71,154.79,17,246.03,38,13,0.251,0.305,5,1,0,0,Digital Wallet,0.44675612065328824,0,1857.48,464.37,72.61104891171861,52.61104891171861,No
C20223,70,Female,Amman,Basic,26,2018.64,106.9,12,240.55,59,15,0.332,0.339,4,5,1,0,Cash,0.8584351810748413,1,1282.8000000000002,320.70000000000005,96.35505689974556,76.35505689974556,No
C20224,18,Male,Amman,Basic,36,1446.1,128.98,14,394.5,36,15,0.323,0.701,2,2,1,1,Card,0.5981486465657843,1,1547.7599999999998,386.93999999999994,81.00667305575759,61.00667305575759,No
C20225,41,Male,Balqa,Basic,39,1715.5,63.79,14,165.69,149,16,0.311,0.594,4,2,0,0,Bank Transfer,0.8075987050469868,1,765.48,191.37,54.09255746469466,34.09255746469466,No
C20226,39,Male,Amman,Basic,29,2338.01,180.84,16,343.39,2,17,0.215,0.766,4,0,0,0,Digital Wallet,0.2875952568204736,0,2170.08,542.52,54.609162555585165,34.609162555585165,No
C20227,46,Male,Zarqa,Basic,34,2103.35,120.64,17,228.99,96,15,0.085,0.27,3,1,0,0,Bank Transfer,0.7343964221978216,1,1447.68,361.92,93.02746359264246,73.02746359264246,No
C20228,43,Male,Balqa,Silver,14,2475.16,127.41,4,500.0,9,12,0.539,0.182,4,2,0,1,Card,0.1380676592896424,0,1528.92,382.23,18.470760493598004,-1.5292395064019964,No
C20229,44,Female,Irbid,Basic,18,2004.97,71.63,9,143.4,41,17,0.175,0.52,3,0,0,0,Cash,0.6515633662893148,1,859.56,214.89,49.005058123668796,29.005058123668796,No
C20230,26,Female,Amman,Gold,19,1728.16,360.17,11,500.0,109,16,0.73,0.308,5,2,0,1,Digital Wallet,0.45895543901780966,0,4322.04,1080.51,173.56707949459673,153.56707949459673,No
C20231,54,Male,Amman,Platinum,47,2242.1,360.9,23,500.0,42,24,0.701,0.388,2,1,0,1,Card,0.14432576251063317,0,4330.799999999999,1082.6999999999998,54.69152607459187,34.69152607459187,No
C20232,26,Male,Amman,Basic,19,1768.8,107.57,9,237.78,73,11,0.504,0.686,3,2,0,1,Card,0.5701821871973194,1,1290.84,322.71,64.40122277065642,44.40122277065642,No
C20233,58,Male,Amman,Basic,24,1235.31,277.88,7,500.0,15,19,0.12,0.132,3,1,0,0,Cash,0.5192190988594058,1,3334.56,833.64,151.49463335060423,131.49463335060423,Yes
C20234,59,Female,Amman,Platinum,57,2582.94,294.84,21,500.0,1,18,0.4165,0.774,3,1,0,0,Card,0.10589597366632526,0,3538.08,884.52,32.78348731956831,12.783487319568309,No
C20235,49,Male,Amman,Platinum,19,2405.19,227.92,11,351.27,18,20,0.166,0.615,5,0,0,0,Bank Transfer,0.1751477200567426,0,2735.04,683.76,41.915651773099405,21.915651773099405,No
C20236,43,Female,Amman,Basic,44,2387.25,193.92,21,426.99,59,16,0.418,0.311,3,2,0,0,Card,0.5746420858839074,1,2327.04,581.76,117.0063229593377,97.0063229593377,Yes
C20237,23,Male,Irbid,Gold,38,350.0,186.07,14,486.9,2,21,0.389,0.915,2,2,0,0,Card,0.4736973942330871,0,2232.84,558.21,92.54791785219804,72.54791785219804,No
C20238,29,Male,Amman,Gold,28,2230.0,355.78,18,500.0,6,25,0.66,0.41,4,2,0,0,Cash,0.28717694609507954,0,4269.36,1067.34,107.28040457579276,87.28040457579276,No
C20239,57,Male,Balqa,Silver,8,2015.49,170.06,3,466.87,12,9,0.512,0.279,2,0,1,0,Card,0.327769173232158,0,2040.72,510.18,58.52744687985382,38.52744687985382,No
C20240,52,Male,Zarqa,Gold,69,2638.61,234.35,30,500.0,0,16,0.106,0.683,5,0,0,0,Card,0.08823949557861421,0,2812.2,703.05,21.712872078290648,1.7128720782906477,No
C20241,24,Female,Balqa,Basic,84,350.0,194.27,30,500.0,86,17,0.587,0.845,4,2,0,0,Cash,0.44535960434803024,0,2331.2400000000002,582.8100000000001,90.84601085352642,70.84601085352642,No
C20242,46,Female,Irbid,Basic,29,1848.59,166.54,14,356.13,38,18,0.146,0.759,5,2,0,0,Card,0.5103073678204995,1,1998.48,499.62,89.23591848866728,69.23591848866728,No
C20243,52,Male,Balqa,Basic,45,1421.45,117.05,19,315.9,64,13,0.228,0.341,4,5,1,0,Cash,0.8134428154091135,1,1404.6,351.15,99.97415562081855,79.97415562081855,No
C20244,34,Female,Amman,Silver,4,1617.23,87.06,3,115.73,60,16,0.517,0.243,3,2,0,1,Digital Wallet,0.5523548803579824,1,1044.72,261.18,50.49241667816424,30.49241667816424,No
C20245,56,Female,Amman,Silver,41,1889.44,131.62,24,192.42,27,8,0.125,0.605,3,6,1,0,Cash,0.839194205966078,1,1579.44,394.86,115.97747845871794,95.97747845871794,Yes
C20246,44,Female,Amman,Basic,25,1769.19,238.53,11,492.17,67,13,0.728,0.138,3,0,0,0,Card,0.44967063614095404,0,2862.36,715.59,112.62293368063685,92.62293368063685,No
C20247,54,Male,Zarqa,Basic,84,1334.37,126.36,39,238.6,5,13,0.458,0.778,4,1,0,1,Digital Wallet,0.09761046795287644,0,1516.32,379.08,12.950761667051738,-7.049238332948262,No
C20248,68,Male,Zarqa,Basic,6,1390.16,116.0,4,173.88,59,12,0.153,0.506,4,2,0,1,Card,0.4965452693960341,0,1392.0,348.0,60.47921381243695,40.47921381243695,No
C20249,59,Male,Irbid,Gold,30,1923.49,216.66,12,500.0,20,25,0.095,0.424,5,0,0,0,Digital Wallet,0.3025428011879111,0,2599.92,649.98,68.82636947064147,48.82636947064147,No
C20250,62,Female,Amman,Platinum,30,3066.76,180.52,17,500.0,12,27,0.111,0.348,4,1,0,0,Digital Wallet,0.25751391908783156,0,2166.2400000000002,541.5600000000001,48.81073330742212,28.81073330742212,No
C20251,42,Female,Irbid,Basic,84,2091.26,106.4,35,265.58,31,12,0.268,0.345,5,0,0,0,Bank Transfer,0.22896664481215756,0,1276.8000000000002,319.20000000000005,25.580153558414242,5.580153558414242,No
C20252,52,Male,Irbid,Basic,13,1919.47,190.08,7,337.35,0,10,0.381,0.679,5,3,1,1,Card,0.3388510950105953,0,2280.96,570.24,67.62925694659465,47.62925694659465,No
C20253,33,Female,Amman,Basic,41,758.82,238.67,21,428.33,2,15,0.583,0.711,3,0,0,0,Digital Wallet,0.27103368915827375,0,2864.04,716.01,67.92199112097545,47.92199112097545,No
C20254,34,Female,Other,Platinum,27,1575.81,352.0,18,479.28,18,15,0.13,0.475,4,2,0,0,Card,0.25741928056008273,0,4224.0,1056.0,95.14216609500657,75.14216609500657,No
C20255,48,Female,Irbid,Gold,40,2095.84,141.69,16,362.16,3,19,0.589,0.478,3,1,0,1,Digital Wallet,0.18826367511144307,0,1700.28,425.07,28.00883413286738,8.008834132867381,No
C20256,61,Female,Balqa,Silver,80,3165.49,156.37,32,402.11,27,10,0.419,0.627,4,1,0,1,Cash,0.08073102203976339,0,1876.44,469.11,13.255105412175691,-6.744894587824309,No
C20257,67,Male,Amman,Gold,67,1507.04,236.96,30,500.0,76,22,0.157,0.38,3,2,0,0,Digital Wallet,0.6361220157464057,1,2843.52,710.88,158.27224649383172,138.27224649383172,Yes
C20258,41,Female,Zarqa,Basic,43,1451.32,180.52,22,346.58,37,16,0.487,0.081,4,1,0,0,Card,0.32857532329879313,0,2166.2400000000002,541.5600000000001,62.28013822999304,42.28013822999304,No
C20259,68,Male,Amman,Silver,75,2577.57,145.32,34,341.73,46,12,0.129,0.415,5,0,0,0,Digital Wallet,0.22350606737561485,0,1743.84,435.96,34.10389679657556,14.103896796575562,No
C20260,51,Female,Amman,Silver,48,1971.06,155.04,12,500.0,24,14,0.817,0.313,3,3,1,0,Card,0.3640955681737708,0,1860.48,465.12,59.2718457341445,39.2718457341445,No
C20261,55,Female,Zarqa,Platinum,49,1720.58,255.87,18,500.0,16,12,0.438,0.522,5,0,0,1,Card,0.03792522927893181,0,3070.44,767.61,10.189124836380296,-9.810875163619704,No
C20262,39,Female,Irbid,Silver,24,1580.21,177.77,16,270.69,11,13,0.364,0.802,3,0,0,1,Digital Wallet,0.23775263747522185,0,2133.2400000000002,533.3100000000001,44.378550682168694,24.378550682168694,No
C20263,44,Male,Balqa,Basic,23,1924.39,89.19,9,204.05,21,12,0.538,0.156,3,3,1,0,Digital Wallet,0.5726826966273588,1,1070.28,267.57,53.631448197803834,33.631448197803834,No
C20264,59,Female,Amman,Silver,15,2235.9,115.64,7,246.12,237,16,0.52,0.357,4,2,0,1,Card,0.9100248819045547,1,1387.68,346.92,110.49704121061482,90.49704121061482,No
C20265,66,Male,Irbid,Gold,29,3069.18,197.47,13,404.69,12,9,0.345,0.79,3,1,0,0,Cash,0.35574081446481054,0,2369.64,592.41,73.76054556398444,53.76054556398444,No
C20266,30,Male,Irbid,Basic,24,962.47,102.2,14,172.48,81,19,0.415,0.424,3,2,0,1,Card,0.6977795923873004,1,1226.4,306.6,74.8787280590812,54.8787280590812,No
C20267,41,Male,Amman,Silver,18,2225.77,249.22,15,260.49,24,18,0.093,0.078,4,25,0,1,Digital Wallet,0.994557778305951,1,2990.64,747.66,260.2568739848796,240.25687398487958,Yes
C20268,63,Female,Amman,Basic,11,1935.65,107.97,1,500.0,92,9,0.156,0.282,4,3,1,0,Card,0.8691419463867671,1,1295.6399999999999,323.90999999999997,98.53331874894819,78.53331874894819,No
C20269,61,Female,Amman,Silver,48,2325.62,167.0,21,356.34,67,17,0.668,0.759,4,1,0,1,Bank Transfer,0.20941687562751593,0,2004.0,501.0,36.721249141284915,16.721249141284915,No
C20270,23,Male,Zarqa,Basic,18,1615.13,134.08,7,356.7,31,11,0.071,0.581,4,1,0,0,Card,0.45450162640525454,0,1608.96,402.24,63.98655697183735,43.98655697183735,No
