Customer_ID,Age,Gender,Region,Membership_Level,Tenure_Months,Monthly_Income_JD,Monthly_Spend_JD,Total_Orders,Average_Order_Value_JD,Days_Since_Last_Purchase,Website_Visits_Last_30_Days,Email_Engagement_Rate,Discount_Usage_Rate,Satisfaction_Score,Support_Tickets_Last_6_Months,Complaint_Flag,Last_Campaign_Response,Payment_Method,Churn
C00665,25,Male,Amman,Silver,17,1080.28,151.15,8,281.23,12,15,0.473,0.738,4,0,0,1,Card,0
C01170,54,Male,Zarqa,Basic,68,1587.1,94.43,38,154.08,1,13,0.441,0.807,4,0,0,1,Digital Wallet,0
C00684,62,Female,Irbid,Silver,16,2225.49,245.0,13,278.73,44,22,0.3,0.714,4,3,1,0,Digital Wallet,1
C00437,36,Female,Zarqa,Gold,4,1236.38,164.75,7,101.62,143,11,0.663,0.758,4,1,0,1,Card,1
C00574,32,Male,Balqa,Silver,70,2373.6,166.79,29,352.87,1,17,0.649,0.57,4,1,0,0,Card,1
C00817,56,Male,Amman,Platinum,8,1388.22,363.49,13,212.42,45,14,0.658,0.703,3,5,1,0,Cash,1
C01024,20,Female,Zarqa,Silver,24,1175.42,99.47,10,182.55,13,12,0.283,0.234,2,1,1,0,Digital Wallet,0
C00051,62,Male,Irbid,Gold,22,2350.36,223.25,18,261.63,33,14,0.738,0.073,2,0,1,0,Card,0
C00999,51,Male,Amman,Basic,84,2525.02,221.42,33,500.0,6,17,0.425,0.229,4,2,0,0,Card,0
C00617,19,Male,Amman,Silver,20,860.16,246.4,14,398.32,47,12,0.492,0.296,4,2,0,0,Card,0
C00154,25,Female,Other,Basic,20,1609.76,183.69,13,296.4,49,16,0.4165,0.214,5,1,0,0,Cash,0
C00254,36,Male,Irbid,Basic,4,1373.74,147.23,6,90.85,137,20,0.291,0.719,3,4,1,1,Card,1
C00123,69,Male,Amman,Platinum,84,1595.1,389.6,49,490.49,83,19,0.642,0.23,3,2,0,1,Digital Wallet,0
C00590,52,Male,Amman,Silver,23,2318.68,181.7,9,404.16,53,22,0.3,0.245,5,0,0,0,Card,0
C00795,30,Female,Irbid,Basic,41,1414.44,88.06,12,297.98,1,11,0.215,0.445,4,4,1,0,Card,1
C00946,48,Female,Amman,Basic,83,1852.97,144.46,29,433.56,8,13,0.348,0.267,5,0,0,0,Card,0
C01137,69,Male,Zarqa,Gold,33,2873.37,195.91,22,316.7,58,12,0.616,0.432,3,1,0,0,Cash,0
C00311,32,Male,Amman,Gold,18,1361.66,298.74,13,467.2,29,16,0.434,0.566,4,1,0,0,Bank Transfer,1
C00891,39,Female,Amman,Silver,58,1448.87,330.77,30,500.0,81,20,0.499,0.982,4,1,0,0,Card,0
C00903,21,Male,Zarqa,Gold,4,1931.1,299.26,7,182.55,22,22,0.396,0.54,4,2,0,0,Card,0
C00864,47,Male,Balqa,Gold,45,2386.23,266.66,20,500.0,149,18,0.129,0.483,4,3,1,1,Card,0
C00551,65,Male,Irbid,Platinum,14,2662.62,264.37,16,235.42,8,15,0.143,0.663,5,1,0,1,Digital Wallet,1
C01129,47,Male,Amman,Gold,11,1189.86,179.53,9,219.33,8,18,0.12,0.354,4,2,0,0,Card,0
C00547,67,Female,Amman,Gold,63,2886.49,399.78,39,500.0,49,16,0.4165,0.351,3,0,0,0,Bank Transfer,0
C00116,35,Male,Amman,Platinum,8,1416.92,224.86,9,216.43,82,14,0.383,0.482,4,2,0,1,Cash,1
C00952,66,Female,Balqa,Basic,12,2237.83,402.54,20,200.81,22,26,0.083,0.555,4,0,0,0,Cash,0
C00076,52,Female,Zarqa,Gold,77,2010.68,180.52,29,457.72,39,17,0.715,0.43,3,0,0,1,Bank Transfer,0
C00556,29,Female,Amman,Gold,62,1305.38,370.71,37,500.0,18,29,0.481,0.116,3,3,1,1,Card,0
C00436,45,Female,Amman,Basic,6,1592.09,177.4,8,124.03,23,20,0.466,0.44,5,1,0,1,Cash,0
C00789,21,Male,Irbid,Basic,11,986.15,124.94,13,96.06,6,20,0.431,0.621,2,4,1,0,Card,0
C00497,63,Male,Irbid,Silver,24,1218.31,117.27,10,261.86,14,16,0.538,0.651,4,0,0,0,Card,0
C00479,55,Female,Amman,Basic,22,2168.51,210.1,19,203.68,171,11,0.171,0.309,1,1,1,1,Cash,1
C00910,29,Male,Zarqa,Basic,32,911.06,92.94,11,281.72,58,13,0.536,0.81,3,1,0,0,Card,0
C00077,19,Female,Amman,Silver,84,1070.01,191.07,28,413.35,20,16,0.476,0.197,5,1,0,1,Digital Wallet,0
C00005,63,Female,Zarqa,Gold,62,2808.39,293.09,33,500.0,50,15,0.24,0.291,3,2,0,0,Digital Wallet,0
C00653,24,Female,Zarqa,Silver,26,1221.65,170.22,13,316.21,22,16,0.36,0.451,5,0,0,1,Bank Transfer,0
C00520,36,Male,Balqa,Platinum,36,1525.0,282.45,12,500.0,65,14,0.611,0.155,3,3,1,1,Cash,0
C00245,47,Female,Irbid,Basic,37,1734.03,175.78,25,240.92,6,19,0.288,0.58,1,5,1,0,Bank Transfer,0
C00564,30,Male,Amman,Basic,50,379.0,88.87,10,500.0,32,9,0.098,0.818,5,0,0,0,Card,1
C00418,41,Male,Amman,Basic,22,1895.87,234.21,11,464.9,25,10,0.752,0.432,4,1,0,0,Digital Wallet,0
C00305,49,Male,Amman,Basic,35,1851.36,192.43,14,370.46,173,16,0.341,0.44,4,2,0,0,Bank Transfer,1
C01053,57,Female,Amman,Basic,24,2121.24,111.48,9,299.4,21,14,0.15,0.354,4,2,0,0,Bank Transfer,0
C00699,27,Male,Amman,Gold,10,832.24,115.85,6,236.89,143,10,0.504,0.309,3,2,0,0,Digital Wallet,1
C00375,31,Male,Amman,Silver,18,1873.19,115.66,8,242.83,72,11,0.606,0.527,4,1,0,1,Card,0
C00940,70,Female,Other,Basic,75,1826.57,258.01,37,500.0,43,15,0.384,0.13,5,1,0,1,Digital Wallet,0
C00809,37,Male,Other,Basic,18,1899.64,87.15,14,102.3,100,14,0.602,0.264,5,1,0,1,Cash,0
C00788,40,Female,Amman,Gold,33,2252.24,171.56,19,307.76,49,21,0.207,0.807,4,0,0,1,Cash,0
C00157,67,Female,Irbid,Silver,27,2092.82,214.72,9,500.0,78,17,0.219,0.523,4,4,1,0,Digital Wallet,1
C00441,60,Female,Zarqa,Basic,19,1899.53,251.85,14,353.9,173,11,0.449,0.289,5,0,0,1,Card,0
C00925,70,Male,Amman,Basic,22,1992.05,227.68,15,367.71,6,14,0.52,0.476,3,0,0,1,Cash,0
C00932,52,Male,Balqa,Silver,58,1889.14,106.12,21,292.05,68,9,0.34,0.6,4,3,1,1,Card,0
C00203,31,Male,Irbid,Basic,29,1970.68,246.67,20,317.76,84,15,0.765,0.502,4,1,0,1,Digital Wallet,0
C00035,61,Male,Amman,Basic,2,2060.05,150.84,6,44.01,4,12,0.389,0.505,5,0,0,1,Bank Transfer,0
C00802,45,Female,Amman,Basic,10,1635.05,243.58,11,190.86,22,14,0.412,0.692,4,1,0,0,Card,0
C00886,58,Male,Amman,Silver,29,1955.94,162.88,11,339.37,3,17,0.225,0.627,2,3,1,1,Digital Wallet,1
C00187,51,Male,Amman,Basic,84,1640.01,202.92,30,500.0,13,12,0.211,0.307,3,2,0,0,Card,0
C00647,55,Male,Amman,Basic,54,1742.27,279.36,36,422.75,3,14,0.234,0.311,4,1,0,1,Digital Wallet,0
C00534,25,Male,Balqa,Silver,66,1727.58,127.45,23,351.84,11,17,0.607,0.68,3,3,1,1,Card,0
C00716,28,Female,Irbid,Platinum,84,1744.38,207.78,40,466.68,42,16,0.093,0.228,4,1,0,0,Card,0
C00808,61,Female,Irbid,Silver,36,2328.8,114.19,16,256.04,19,11,0.359,0.428,4,3,1,1,Card,0
C00231,63,Male,Amman,Basic,35,2639.81,220.76,19,362.77,32,12,0.4165,0.449,4,0,0,0,Card,0
C00746,29,Female,Amman,Platinum,17,1702.75,207.41,20,185.76,18,12,0.313,0.373,4,6,1,1,Card,0
C00308,66,Female,Amman,Basic,21,2841.27,86.19,4,500.0,20,14,0.764,0.874,3,0,0,0,Card,0
C00343,25,Male,Amman,Gold,17,1532.67,196.24,11,263.16,14,22,0.701,0.855,4,2,0,1,Card,0
C00146,19,Male,Amman,Basic,28,1373.21,62.11,9,203.38,4,11,0.775,0.582,4,1,0,1,Digital Wallet,0
C00937,30,Male,Zarqa,Silver,32,1168.76,180.52,15,289.27,31,16,0.556,0.872,2,3,1,1,Bank Transfer,0
C01034,25,Male,Balqa,Silver,26,1326.38,84.98,4,500.0,28,13,0.385,0.737,3,3,1,0,Card,0
C00917,45,Male,Other,Silver,22,1034.37,396.61,16,500.0,2,18,0.623,0.516,4,0,0,1,Card,0
C00941,24,Female,Amman,Gold,64,1315.63,162.5,21,434.72,10,18,0.332,0.544,3,1,0,0,Bank Transfer,0
C00970,64,Male,Amman,Silver,29,2745.84,189.29,17,304.31,191,20,0.789,0.893,2,2,0,0,Card,1
C00881,31,Female,Amman,Gold,21,1242.26,149.32,9,385.05,113,18,0.438,0.883,4,0,0,1,Digital Wallet,0
C01179,29,Female,Balqa,Basic,60,1607.54,262.4,27,500.0,42,18,0.198,0.364,4,2,0,0,Card,0
C01149,59,Female,Irbid,Basic,18,2630.68,134.79,4,365.63,34,14,0.305,0.41,3,3,1,0,Bank Transfer,0
C00898,61,Female,Amman,Gold,32,1918.97,379.09,21,477.81,34,18,0.109,0.413,5,0,0,0,Digital Wallet,0
C01107,57,Male,Amman,Gold,27,1885.55,249.51,9,500.0,39,14,0.317,0.21,4,3,1,0,Cash,0
C00202,38,Female,Other,Silver,31,1173.27,149.41,11,366.32,70,19,0.4165,0.427,4,0,0,1,Digital Wallet,0
C00971,31,Female,Amman,Silver,9,1064.47,212.86,8,230.44,45,15,0.363,0.832,4,2,0,0,Bank Transfer,0
C00718,62,Female,Balqa,Gold,3,2199.53,197.48,8,69.25,5,17,0.142,0.732,4,2,0,0,Card,0
C00471,28,Female,Amman,Gold,13,1946.5,229.04,7,457.19,91,19,0.551,0.846,4,1,0,1,Card,1
C00715,52,Male,Balqa,Gold,12,1177.37,132.85,7,220.04,116,17,0.109,0.484,4,4,1,0,Digital Wallet,1
C00033,47,Male,Zarqa,Basic,24,2141.92,119.03,13,249.72,22,19,0.141,0.57,4,2,0,0,Card,0
C00474,19,Female,Irbid,Silver,22,1208.58,175.89,17,220.6,2,15,0.537,0.485,4,0,0,0,Digital Wallet,0
C01121,66,Female,Other,Platinum,24,2520.98,440.37,25,343.05,166,22,0.71,0.492,4,3,1,1,Cash,1
C00234,34,Male,Amman,Basic,30,1875.54,170.02,16,356.61,32,11,0.56,0.349,4,2,0,1,Card,0
C00755,20,Female,Balqa,Basic,27,2294.27,214.53,13,446.13,6,13,0.722,0.534,5,0,0,1,Digital Wallet,0
C01159,67,Male,Amman,Basic,15,2236.45,245.06,14,246.99,85,18,0.247,0.554,3,3,1,0,Bank Transfer,1
C00774,59,Female,Amman,Silver,15,2298.95,284.41,10,383.5,82,11,0.386,0.824,4,6,1,1,Digital Wallet,0
C00870,63,Female,Amman,Silver,31,2185.86,102.89,14,176.76,48,11,0.171,0.618,4,1,0,1,Digital Wallet,0
C00014,58,Female,Amman,Gold,35,1684.23,289.35,20,498.56,21,16,0.627,0.91,5,1,0,1,Card,0
C00449,40,Male,Amman,Basic,43,1812.46,118.12,14,378.27,75,15,0.699,0.821,3,3,1,0,Card,0
C00753,42,Female,Zarqa,Basic,46,1840.38,155.06,22,302.15,27,10,0.166,0.489,3,2,0,0,Cash,0
C00442,55,Male,Amman,Silver,34,2270.09,147.87,13,384.06,23,17,0.403,0.493,3,2,0,0,Cash,0
C00659,24,Female,Amman,Gold,13,1621.14,219.57,7,377.12,55,11,0.26,0.416,4,4,1,1,Digital Wallet,0
C00327,67,Male,Amman,Basic,24,2781.08,164.39,17,219.51,35,13,0.287,0.726,3,4,1,1,Cash,1
C00979,39,Male,Amman,Silver,35,1636.44,162.85,20,286.26,37,8,0.517,0.741,3,2,0,1,Bank Transfer,0
C00329,62,Female,Amman,Platinum,20,2341.71,387.23,16,310.6,4,22,0.527,0.231,4,1,0,0,Digital Wallet,0
C00936,21,Female,Zarqa,Platinum,8,897.15,189.89,6,231.72,227,14,0.518,0.547,4,0,0,0,Card,0
C00148,31,Female,Amman,Silver,60,1855.71,186.1,32,328.4,15,15,0.053,0.214,4,3,1,0,Digital Wallet,0
C00603,33,Female,Amman,Silver,39,1221.24,81.76,16,222.43,2,8,0.341,0.194,4,2,0,0,Card,0
C01100,23,Male,Amman,Silver,35,1025.98,187.03,21,226.38,48,17,0.203,0.63,1,4,1,1,Digital Wallet,0
C00481,58,Male,Zarqa,Basic,55,1818.85,97.59,26,201.55,1,14,0.4165,0.743,4,4,1,0,Card,0
C00131,20,Male,Other,Basic,7,1376.47,172.27,4,258.46,44,11,0.302,0.778,5,0,0,0,Cash,0
C00545,20,Female,Irbid,Basic,21,1388.63,232.13,9,491.74,56,16,0.598,0.823,2,2,1,0,Card,0
C00528,58,Female,Balqa,Silver,33,1931.07,395.69,25,454.16,28,23,0.67,0.584,4,2,0,1,Card,0
C00967,45,Female,Amman,Basic,38,1698.69,125.37,12,431.99,3,13,0.744,0.726,4,2,0,1,Digital Wallet,0
C00733,52,Male,Zarqa,Platinum,29,2374.09,342.14,21,388.38,7,20,0.369,0.809,3,4,1,1,Digital Wallet,0
C00749,54,Female,Irbid,Silver,24,2082.84,229.82,18,294.14,59,14,0.394,0.362,3,3,1,0,Card,0
C00846,52,Male,Irbid,Basic,67,350.0,101.7,27,251.83,138,10,0.396,0.308,5,3,1,0,Card,1
C01134,42,Female,Amman,Silver,84,1392.96,212.38,27,500.0,50,22,0.292,0.408,3,2,0,0,Card,0
C01099,62,Male,Amman,Silver,50,2527.26,156.92,13,500.0,31,14,0.4165,0.201,5,0,0,0,Card,0
C00029,45,Male,Irbid,Gold,54,2307.15,265.0,30,466.54,64,19,0.923,0.436,3,1,0,0,Card,1
C00115,66,Female,Balqa,Basic,31,2220.92,278.35,12,500.0,85,20,0.088,0.501,3,0,0,1,Cash,1
C00513,58,Male,Other,Silver,27,1494.82,103.11,15,202.14,19,19,0.499,0.3,2,5,1,1,Card,1
C00944,45,Female,Amman,Basic,10,1660.19,99.16,7,138.52,70,10,0.305,0.932,4,2,0,1,Cash,0
C00701,50,Female,Amman,Gold,15,2560.37,208.16,11,305.44,7,19,0.574,0.799,3,2,0,0,Card,0
C00763,21,Female,Amman,Basic,23,1793.83,168.73,9,365.56,77,21,0.684,0.642,4,1,0,1,Digital Wallet,0
C00987,29,Male,Amman,Platinum,17,968.52,181.06,9,361.53,1,19,0.42,0.235,4,1,0,0,Card,0
C00676,58,Female,Amman,Basic,12,2715.52,158.99,9,164.75,8,14,0.613,0.142,5,1,0,1,Digital Wallet,0
C00867,36,Female,Irbid,Silver,18,1787.96,180.52,10,133.57,19,22,0.291,0.78,5,1,0,0,Card,1
C00786,61,Male,Balqa,Silver,43,2017.26,106.92,22,203.83,11,17,0.533,0.319,3,2,0,0,Digital Wallet,0
C00828,51,Male,Balqa,Basic,36,1316.93,195.99,11,500.0,39,22,0.583,0.242,4,0,0,0,Cash,0
C00606,61,Male,Irbid,Silver,19,2215.34,134.73,19,114.53,6,21,0.214,0.244,3,2,0,0,Card,0
C01178,39,Male,Amman,Silver,26,1869.92,126.4,15,227.67,94,10,0.659,0.291,3,0,0,1,Card,0
C01131,34,Male,Amman,Gold,40,977.24,313.03,23,493.82,26,27,0.608,0.477,3,1,0,1,Digital Wallet,0
C01079,58,Male,Irbid,Basic,1,1807.64,75.66,1,88.54,64,12,0.261,0.236,3,0,0,0,Card,0
C00950,29,Male,Amman,Basic,22,1182.51,139.38,12,267.46,9,14,0.777,0.296,2,2,0,1,Cash,1
C01108,53,Female,Zarqa,Silver,39,2117.76,157.87,17,291.21,1,23,0.51,0.472,3,2,0,0,Card,0
C00491,32,Male,Other,Silver,4,2050.24,180.52,7,110.73,69,18,0.322,0.667,3,5,1,0,Card,1
C00722,18,Male,Irbid,Gold,8,777.47,193.98,4,375.66,43,15,0.387,0.865,4,2,0,0,Digital Wallet,1
C00747,24,Female,Amman,Basic,11,1731.71,67.22,4,145.28,61,14,0.258,0.207,4,1,0,0,Card,1
C01151,38,Female,Irbid,Basic,50,2243.25,302.74,22,500.0,93,11,0.772,0.604,4,2,0,1,Card,0
C00419,29,Male,Zarqa,Gold,2,1166.41,174.81,5,71.99,5,10,0.089,0.435,4,5,1,0,Digital Wallet,1
C00259,50,Male,Amman,Gold,26,1779.97,175.17,15,274.75,96,18,0.83,0.484,5,0,0,0,Card,0
C00446,60,Male,Amman,Silver,65,2022.0,213.85,36,338.89,27,17,0.224,0.333,3,1,0,1,Card,0
C00042,54,Male,Irbid,Platinum,53,2956.31,214.0,27,415.57,110,19,0.135,0.528,4,2,0,1,Card,0
C00642,58,Male,Amman,Gold,26,1660.22,294.32,19,432.83,6,18,0.384,0.417,3,1,0,0,Card,0
C00530,49,Male,Other,Gold,17,1887.86,229.65,8,500.0,35,14,0.471,0.224,4,2,0,0,Digital Wallet,0
C00189,35,Male,Irbid,Basic,14,1836.03,277.53,8,494.97,58,17,0.286,0.229,3,1,0,0,Digital Wallet,1
C00268,63,Male,Amman,Basic,34,2353.89,110.33,11,344.3,45,16,0.132,0.503,3,2,0,1,Card,0
C00514,35,Female,Zarqa,Basic,62,2067.09,306.17,24,500.0,14,22,0.529,0.654,5,2,0,0,Card,0
C00605,45,Female,Amman,Gold,20,1657.4,179.36,19,197.41,97,17,0.614,0.296,3,0,0,0,Cash,1
C00219,64,Male,Amman,Basic,38,1988.32,82.86,19,151.58,34,11,0.588,0.358,2,4,1,0,Bank Transfer,1
C00007,57,Female,Amman,Basic,19,1710.57,95.55,11,148.39,45,12,0.559,0.547,4,4,1,1,Card,0
C00455,38,Female,Balqa,Basic,38,850.74,111.36,18,186.03,8,9,0.532,0.9,3,0,0,1,Digital Wallet,0
C00506,69,Female,Other,Gold,57,2509.97,221.13,24,500.0,20,18,0.654,0.158,4,2,0,1,Bank Transfer,0
C01030,38,Male,Amman,Gold,14,1556.07,223.37,10,355.62,40,20,0.625,0.321,4,4,1,0,Bank Transfer,0
C01147,21,Male,Other,Gold,15,1876.66,228.99,11,272.37,6,12,0.099,0.158,4,1,0,1,Card,0
C00785,39,Male,Irbid,Platinum,32,1457.69,412.52,24,413.42,88,26,0.348,0.579,3,2,0,0,Digital Wallet,0
C00577,48,Female,Other,Silver,34,1910.09,124.91,17,206.49,22,14,0.376,0.446,5,0,0,1,Digital Wallet,0
C00736,56,Female,Zarqa,Basic,18,1558.25,101.87,8,196.91,17,19,0.724,0.666,3,1,0,1,Digital Wallet,0
C01181,55,Female,Amman,Gold,28,1857.83,280.95,16,471.43,105,9,0.364,0.688,3,1,0,1,Digital Wallet,0
C00960,41,Male,Amman,Gold,35,1653.75,189.02,28,222.13,10,10,0.332,0.554,4,3,1,1,Bank Transfer,0
C01140,46,Male,Amman,Platinum,10,2333.69,457.92,13,323.1,61,19,0.307,0.299,3,2,0,1,Bank Transfer,0
C01006,69,Male,Irbid,Silver,22,2067.95,410.66,16,500.0,80,32,0.121,0.15,3,1,0,0,Card,1
C00294,36,Female,Irbid,Gold,62,817.73,121.92,27,323.47,46,8,0.419,0.331,5,1,0,1,Card,0
C01057,50,Female,Amman,Gold,22,1513.61,162.28,12,316.28,6,13,0.259,0.413,4,2,0,0,Digital Wallet,0
C00916,29,Male,Amman,Gold,18,1870.82,238.49,13,317.17,28,11,0.449,0.887,4,2,0,1,Digital Wallet,0
C00030,61,Female,Amman,Gold,27,1508.33,231.35,14,387.68,20,10,0.312,0.446,3,0,0,1,Cash,0
C00194,66,Female,Balqa,Silver,6,1983.98,133.91,5,125.23,23,9,0.427,0.661,5,2,0,0,Cash,0
C00660,67,Male,Balqa,Platinum,38,2201.09,269.67,23,440.37,2,24,0.4165,0.332,2,1,1,0,Card,0
C01143,39,Male,Amman,Basic,84,1262.43,180.52,28,381.41,7,9,0.441,0.208,4,0,0,0,Card,0
C00274,38,Female,Balqa,Basic,37,1282.29,69.85,17,116.45,23,9,0.648,0.478,2,0,1,0,Digital Wallet,0
C00631,46,Male,Amman,Gold,4,2274.12,290.81,4,258.47,81,13,0.58,0.264,3,2,0,1,Card,0
C00965,50,Male,Balqa,Silver,12,1349.0,136.83,5,284.74,22,19,0.534,0.423,4,2,0,1,Card,0
C00531,27,Female,Balqa,Gold,58,1241.94,342.86,25,500.0,18,23,0.064,0.625,2,2,1,0,Card,0
C00873,39,Male,Balqa,Gold,32,2270.21,507.29,22,500.0,9,27,0.362,0.535,4,3,1,1,Digital Wallet,0
C00972,24,Male,Amman,Gold,14,1624.32,196.71,6,485.07,66,19,0.413,0.323,5,3,1,1,Card,0
C00317,21,Female,Amman,Silver,72,919.3,260.59,34,500.0,50,14,0.762,0.595,2,2,0,1,Card,1
C00177,44,Female,Zarqa,Silver,27,853.15,214.0,15,352.99,85,14,0.375,0.87,3,1,0,1,Cash,1
C00994,33,Male,Amman,Platinum,26,2380.18,352.0,20,462.86,13,23,0.574,0.535,3,2,0,0,Card,0
C00153,40,Male,Irbid,Silver,5,1358.89,191.51,6,150.48,7,18,0.291,0.722,2,2,0,1,Card,0
C00521,44,Male,Irbid,Silver,44,1286.39,243.04,20,495.77,5,19,0.44,0.401,4,0,0,0,Card,0
C00276,56,Male,Amman,Gold,11,1706.88,234.92,11,192.81,31,17,0.548,0.456,2,3,1,0,Digital Wallet,1
C00087,31,Male,Amman,Silver,17,1035.35,165.04,12,216.57,74,16,0.172,0.868,4,4,1,0,Cash,1
C00568,43,Female,Amman,Gold,27,1283.86,199.42,12,500.0,35,11,0.399,0.348,5,0,0,0,Card,0
C00986,25,Male,Irbid,Basic,10,1298.08,226.81,15,155.65,42,6,0.689,0.811,3,1,0,0,Cash,1
C00184,31,Male,Amman,Silver,28,1552.31,174.57,8,441.81,6,13,0.182,0.165,4,3,1,0,Digital Wallet,0
C00371,27,Male,Amman,Gold,42,1379.06,132.98,18,293.39,35,8,0.143,0.762,2,2,0,0,Card,0
C00228,64,Female,Amman,Platinum,30,2939.75,338.18,18,384.97,15,14,0.09,0.614,4,2,0,0,Card,0
C01015,62,Male,Other,Silver,25,2652.42,278.62,23,302.67,10,14,0.595,0.081,4,1,0,0,Digital Wallet,0
C00532,54,Female,Balqa,Gold,15,1427.83,185.46,9,332.29,51,15,0.198,0.521,3,1,0,1,Card,0
C00414,62,Female,Amman,Basic,19,1602.01,274.83,11,319.55,6,18,0.136,0.325,3,2,0,0,Bank Transfer,0
C01069,65,Male,Amman,Basic,16,1434.29,176.15,10,264.39,83,18,0.237,0.306,5,0,0,0,Digital Wallet,0
C01160,31,Female,Amman,Platinum,82,916.22,200.7,40,368.45,57,7,0.498,0.581,3,2,0,1,Card,0
C00201,51,Male,Balqa,Gold,44,2143.82,305.52,33,469.87,8,17,0.06,0.194,5,0,0,0,Card,0
C00376,26,Male,Other,Basic,38,1342.78,258.8,24,389.07,46,13,0.347,0.573,4,1,0,0,Card,0
C00963,18,Male,Amman,Gold,62,2435.6,325.32,29,500.0,7,11,0.464,0.642,4,3,1,0,Cash,1
C00372,45,Female,Amman,Basic,6,2103.63,180.52,7,153.07,20,15,0.396,0.394,3,1,0,0,Card,0
C00272,24,Female,Amman,Silver,58,2313.6,444.22,45,402.8,75,23,0.245,0.292,3,1,0,0,Bank Transfer,0
C01150,20,Female,Irbid,Silver,32,1437.15,88.34,16,171.88,86,13,0.602,0.348,4,3,1,1,Digital Wallet,0
C00240,25,Female,Amman,Silver,26,1085.29,228.69,13,340.44,63,16,0.359,0.562,4,3,1,1,Card,1
C00889,45,Female,Amman,Gold,19,1147.98,200.3,16,218.64,55,14,0.543,0.577,4,1,0,0,Bank Transfer,0
C00300,34,Male,Amman,Basic,33,1976.05,64.7,12,183.3,34,14,0.772,0.644,5,1,0,0,Digital Wallet,0
C00432,48,Female,Irbid,Basic,35,1599.38,165.65,21,312.06,58,12,0.446,0.269,3,3,1,0,Digital Wallet,0
C00213,33,Male,Other,Silver,17,1117.13,129.3,7,270.07,33,15,0.352,0.636,4,2,0,0,Cash,1
C00879,63,Male,Amman,Silver,14,12000.0,241.87,11,301.88,123,23,0.506,0.557,5,0,0,1,Digital Wallet,0
C01045,69,Female,Amman,Basic,21,2601.83,75.83,6,255.82,43,23,0.31,0.411,3,3,1,0,Card,0
C00067,58,Male,Amman,Silver,28,2156.19,117.94,11,286.18,9,11,0.532,0.836,4,3,1,0,Card,0
C00050,50,Female,Zarqa,Silver,30,1344.59,125.1,16,226.52,104,19,0.203,0.255,4,2,0,0,Card,0
C00720,53,Male,Amman,Basic,11,2080.62,124.36,7,212.41,2,13,0.37,0.364,2,6,1,1,Card,1
C00801,67,Male,Balqa,Gold,16,1283.28,269.69,15,284.89,85,25,0.405,0.307,4,1,0,0,Bank Transfer,1
C01011,32,Male,Amman,Platinum,26,1575.54,233.76,13,421.05,84,14,0.575,0.489,4,0,0,0,Digital Wallet,0
C00209,28,Female,Other,Gold,35,824.91,115.49,15,250.85,12,10,0.516,0.44,3,3,1,1,Card,0
C00644,61,Male,Irbid,Platinum,32,2339.02,264.29,15,484.31,29,17,0.744,0.533,4,2,0,1,Card,0
C00612,47,Female,Balqa,Basic,53,1784.65,100.58,16,321.82,79,13,0.741,0.919,3,1,0,1,Bank Transfer,1
C00279,40,Female,Other,Basic,21,2583.11,95.24,6,279.76,43,16,0.479,0.629,4,0,0,0,Cash,0
C00706,43,Male,Amman,Basic,37,2327.16,161.56,15,398.77,40,20,0.148,0.505,4,2,0,0,Digital Wallet,0
C00845,60,Male,Zarqa,Silver,33,2265.73,130.08,7,500.0,10,14,0.649,0.144,4,1,0,1,Digital Wallet,0
C00588,24,Female,Irbid,Basic,12,826.99,105.31,11,100.46,13,12,0.633,0.53,3,1,0,0,Card,1
C00119,37,Male,Amman,Basic,15,1241.22,73.69,9,142.07,56,15,0.224,0.63,2,1,1,0,Cash,0
C00198,21,Female,Amman,Silver,65,1642.6,169.33,18,500.0,55,14,0.611,0.829,3,5,1,1,Digital Wallet,0
C00487,27,Female,Other,Silver,46,1627.66,233.77,34,279.67,71,17,0.494,0.242,4,1,0,0,Digital Wallet,1
C01037,38,Female,Zarqa,Platinum,23,2627.2,298.53,15,500.0,5,14,0.3,0.534,3,2,0,0,Bank Transfer,0
C00885,49,Female,Amman,Basic,43,1579.55,180.52,16,305.05,82,17,0.283,0.419,3,0,0,1,Cash,0
C00248,26,Male,Amman,Basic,27,1362.32,73.4,14,137.7,32,8,0.4165,0.556,4,1,0,0,Digital Wallet,0
C00841,47,Male,Zarqa,Silver,30,1996.12,428.82,19,500.0,42,17,0.553,0.195,3,2,0,0,Digital Wallet,0
C00460,50,Male,Irbid,Basic,31,1102.91,77.19,15,182.85,23,15,0.226,0.661,3,4,1,0,Card,0
C01195,65,Female,Amman,Silver,7,2583.3,174.63,2,500.0,34,10,0.297,0.693,2,3,1,0,Card,0
C00709,46,Male,Amman,Basic,21,1866.64,206.49,12,341.35,49,15,0.145,0.179,4,2,0,0,Card,0
C01091,47,Male,Other,Silver,24,1559.26,164.36,13,331.64,45,14,0.132,0.108,4,2,0,0,Digital Wallet,1
C00998,58,Female,Zarqa,Gold,50,1869.9,167.89,21,407.92,18,14,0.711,0.302,3,1,0,1,Card,0
C01048,20,Female,Zarqa,Silver,13,1744.72,95.14,9,141.33,17,11,0.162,0.415,5,0,0,0,Card,0
C01009,62,Male,Amman,Basic,19,1421.05,89.74,12,139.6,62,15,0.653,0.363,3,1,0,0,Digital Wallet,0
C01029,32,Female,Amman,Platinum,84,1018.46,215.1,39,493.12,2,14,0.4165,0.543,3,0,0,0,Digital Wallet,0
